,sub_region_1,Date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
8923,Punjab,2020-11-22,-25.391304347826086,7.913043478260869,-41.78260869565217,-31.08695652173913,-13.608695652173912,4.565217391304348
8924,Punjab,2020-11-23,-14.391304347826088,25.956521739130434,-39.43478260869565,-23.956521739130434,-18.26086956521739,3.5652173913043477
8925,Punjab,2020-11-24,-16.08695652173913,23.782608695652176,-40.26086956521739,-24.08695652173913,-23.043478260869566,3.6956521739130435
8926,Punjab,2020-11-25,-23.130434782608695,8.695652173913043,-47.08695652173913,-29.0,-21.217391304347824,5.695652173913044
8927,Punjab,2020-11-26,-19.347826086956523,15.521739130434783,-44.26086956521739,-31.695652173913043,-21.82608695652174,5.956521739130435
8928,Punjab,2020-11-27,-21.17391304347826,14.956521739130435,-43.608695652173914,-30.304347826086957,-19.347826086956523,5.695652173913044
8929,Punjab,2020-11-28,-20.391304347826086,15.347826086956522,-43.30434782608695,-27.782608695652176,-16.47826086956522,5.608695652173913
8930,Punjab,2020-11-29,-26.91304347826087,4.695652173913044,-42.26086956521739,-31.782608695652176,-13.73913043478261,5.173913043478261
8931,Punjab,2020-11-30,-16.08695652173913,17.82608695652174,-36.130434782608695,-30.17391304347826,-37.17391304347826,5.826086956521739
8932,Punjab,2020-12-01,-17.782608695652176,21.73913043478261,-39.0,-23.565217391304348,-21.73913043478261,3.0869565217391304
8933,Punjab,2020-12-02,-21.869565217391305,13.304347826086957,-27.043478260869566,-26.130434782608695,-17.217391304347824,5.217391304347826
8934,Punjab,2020-12-03,-21.565217391304348,13.26086956521739,-28.130434782608695,-27.347826086956523,-17.52173913043478,5.956521739130435
8935,Punjab,2020-12-04,-22.434782608695652,15.26086956521739,-27.782608695652176,-27.869565217391305,-15.826086956521738,6.478260869565218
8936,Punjab,2020-12-05,-21.73913043478261,15.0,-26.347826086956523,-26.91304347826087,-10.478260869565217,5.217391304347826
8937,Punjab,2020-12-06,-27.043478260869566,2.9565217391304346,-23.304347826086957,-29.782608695652176,-11.782608695652174,5.0
8938,Punjab,2020-12-07,-13.347826086956522,25.17391304347826,-16.82608695652174,-19.652173913043477,-18.347826086956523,1.608695652173913
8939,Punjab,2020-12-08,-53.47826086956522,-32.73913043478261,-35.130434782608695,-57.869565217391305,-49.47826086956522,13.043478260869565
8940,Punjab,2020-12-09,-20.17391304347826,14.782608695652174,-27.652173913043477,-19.347826086956523,-18.73913043478261,4.434782608695652
8941,Punjab,2020-12-10,-19.869565217391305,14.826086956521738,-27.304347826086957,-19.08695652173913,-18.26086956521739,6.913043478260869
8942,Punjab,2020-12-11,-22.434782608695652,16.130434782608695,-28.130434782608695,-19.043478260869566,-15.782608695652174,8.478260869565217
8943,Punjab,2020-12-12,-25.565217391304348,10.521739130434783,-30.52173913043478,-23.434782608695652,-14.91304347826087,10.0
8944,Punjab,2020-12-13,-32.43478260869565,-2.3043478260869565,-29.130434782608695,-27.17391304347826,-9.869565217391305,10.26086956521739
8945,Punjab,2020-12-14,-21.17391304347826,16.565217391304348,-26.043478260869566,-19.304347826086957,-13.478260869565217,8.217391304347826
8946,Punjab,2020-12-15,-21.043478260869566,18.652173913043477,-25.91304347826087,-16.956521739130434,-16.91304347826087,8.08695652173913
8947,Punjab,2020-12-16,-27.47826086956522,6.565217391304348,-34.391304347826086,-21.608695652173914,-14.478260869565217,10.695652173913043
8948,Punjab,2020-12-17,-24.565217391304348,10.73913043478261,-31.565217391304348,-21.0,-14.565217391304348,10.956521739130435
8949,Punjab,2020-12-18,-25.82608695652174,13.173913043478262,-31.47826086956522,-20.869565217391305,-12.652173913043478,11.26086956521739
8950,Punjab,2020-12-19,-26.130434782608695,11.26086956521739,-31.0,-22.347826086956523,-11.08695652173913,11.565217391304348
8951,Punjab,2020-12-20,-29.391304347826086,2.652173913043478,-24.91304347826087,-24.565217391304348,-7.739130434782608,10.565217391304348
8952,Punjab,2020-12-21,-18.695652173913043,20.391304347826086,-21.304347826086957,-15.391304347826088,-11.0,8.043478260869565
8953,Punjab,2020-12-22,-22.304347826086957,15.0,-25.391304347826086,-17.52173913043478,-16.652173913043477,8.434782608695652
8954,Punjab,2020-12-23,-23.52173913043478,10.347826086956522,-29.52173913043478,-17.869565217391305,-13.304347826086957,9.73913043478261
8955,Punjab,2020-12-24,-22.08695652173913,11.304347826086957,-28.0,-16.91304347826087,-15.0,9.26086956521739
8956,Punjab,2020-12-25,-20.565217391304348,13.043478260869565,-25.52173913043478,-22.91304347826087,-30.695652173913043,12.869565217391305
8957,Punjab,2020-12-26,-30.347826086956523,2.869565217391304,-26.52173913043478,-24.304347826086957,-17.26086956521739,11.521739130434783
8958,Punjab,2020-12-27,-35.08695652173913,-10.0,-23.782608695652176,-26.82608695652174,-13.956521739130435,10.130434782608695
8959,Punjab,2020-12-28,-19.26086956521739,18.26086956521739,-21.26086956521739,-15.347826086956522,-16.652173913043477,8.478260869565217
8960,Punjab,2020-12-29,-23.91304347826087,11.652173913043478,-27.695652173913043,-18.956521739130434,-21.608695652173914,9.782608695652174
8961,Punjab,2020-12-30,-25.652173913043477,7.173913043478261,-32.30434782608695,-19.217391304347824,-18.956521739130434,11.173913043478262
8962,Punjab,2020-12-31,-17.869565217391305,12.956521739130435,-28.956521739130434,-18.304347826086957,-20.217391304347824,10.08695652173913
8963,Rajasthan,2020-02-15,2.411764705882353,0.9117647058823529,4.176470588235294,4.970588235294118,5.529411764705882,-2.0
8964,Rajasthan,2020-02-16,3.5294117647058822,0.11764705882352941,5.588235294117647,2.823529411764706,0.38235294117647056,-1.7647058823529411
8965,Rajasthan,2020-02-17,2.7941176470588234,0.9705882352941176,3.8529411764705883,5.176470588235294,4.088235294117647,-1.7647058823529411
8966,Rajasthan,2020-02-18,2.0588235294117645,1.9705882352941178,2.823529411764706,4.529411764705882,6.0,-0.7352941176470589
8967,Rajasthan,2020-02-19,1.2058823529411764,2.0588235294117645,1.4411764705882353,1.5,9.294117647058824,-0.14705882352941177
8968,Rajasthan,2020-02-20,2.3823529411764706,2.911764705882353,3.4411764705882355,6.5588235294117645,6.0588235294117645,-1.2058823529411764
8969,Rajasthan,2020-02-21,0.6176470588235294,0.3235294117647059,8.058823529411764,0.29411764705882354,-15.588235294117647,2.823529411764706
8970,Rajasthan,2020-02-22,1.3235294117647058,0.4411764705882353,6.0,1.8529411764705883,1.2647058823529411,-0.6176470588235294
8971,Rajasthan,2020-02-23,1.1176470588235294,1.2647058823529411,4.764705882352941,4.352941176470588,-0.7352941176470589,0.17647058823529413
8972,Rajasthan,2020-02-24,6.470588235294118,5.705882352941177,8.617647058823529,10.529411764705882,2.2058823529411766,-1.9411764705882353
8973,Rajasthan,2020-02-25,8.705882352941176,5.647058823529412,12.441176470588236,10.970588235294118,-1.8235294117647058,-3.6470588235294117
8974,Rajasthan,2020-02-26,5.235294117647059,3.0,9.205882352941176,8.058823529411764,2.3529411764705883,-3.6176470588235294
8975,Rajasthan,2020-02-27,3.264705882352941,2.3823529411764706,6.9411764705882355,4.470588235294118,2.823529411764706,-1.7941176470588236
8976,Rajasthan,2020-02-28,2.5,2.0588235294117645,5.852941176470588,4.0588235294117645,5.264705882352941,-1.1470588235294117
8977,Rajasthan,2020-02-29,-0.7058823529411765,-0.8529411764705882,3.764705882352941,3.0588235294117645,7.352941176470588,-1.0588235294117647
8978,Rajasthan,2020-03-01,-0.3235294117647059,0.47058823529411764,3.176470588235294,2.8529411764705883,5.147058823529412,0.08823529411764706
8979,Rajasthan,2020-03-02,2.735294117647059,3.411764705882353,5.735294117647059,5.352941176470588,5.5588235294117645,-0.8529411764705882
8980,Rajasthan,2020-03-03,0.058823529411764705,2.4705882352941178,4.176470588235294,3.7941176470588234,7.676470588235294,-0.35294117647058826
8981,Rajasthan,2020-03-04,0.11764705882352941,4.9411764705882355,3.2941176470588234,2.4411764705882355,11.411764705882353,0.5588235294117647
8982,Rajasthan,2020-03-05,-1.7647058823529411,2.6470588235294117,1.7647058823529411,1.1176470588235294,6.9411764705882355,0.8823529411764706
8983,Rajasthan,2020-03-06,-1.9411764705882353,0.7647058823529411,-0.5294117647058824,2.8529411764705883,7.382352941176471,1.1176470588235294
8984,Rajasthan,2020-03-07,5.294117647058823,9.058823529411764,6.823529411764706,15.705882352941176,7.705882352941177,-1.5
8985,Rajasthan,2020-03-08,8.352941176470589,14.970588235294118,9.823529411764707,14.294117647058824,5.411764705882353,-1.1764705882352942
8986,Rajasthan,2020-03-09,5.647058823529412,15.058823529411764,11.852941176470589,3.735294117647059,-21.08823529411765,3.2058823529411766
8987,Rajasthan,2020-03-10,-28.352941176470587,-31.705882352941178,-6.382352941176471,-29.794117647058822,-56.470588235294116,10.882352941176471
8988,Rajasthan,2020-03-11,1.088235294117647,7.0588235294117645,6.264705882352941,10.647058823529411,-9.5,-0.20588235294117646
8989,Rajasthan,2020-03-12,2.9411764705882355,8.264705882352942,5.9411764705882355,9.911764705882353,-0.35294117647058826,-0.9117647058823529
8990,Rajasthan,2020-03-13,0.7058823529411765,6.264705882352941,4.323529411764706,5.735294117647059,3.7941176470588234,0.35294117647058826
8991,Rajasthan,2020-03-14,-1.6470588235294117,5.823529411764706,2.3529411764705883,2.0294117647058822,-0.058823529411764705,1.0588235294117647
8992,Rajasthan,2020-03-15,-7.382352941176471,-2.1515151515151514,-1.4411764705882353,-2.7941176470588234,1.2941176470588236,1.911764705882353
8993,Rajasthan,2020-03-16,-4.735294117647059,-1.6470588235294117,1.588235294117647,-1.0,-6.147058823529412,2.323529411764706
8994,Rajasthan,2020-03-17,-5.0,0.8529411764705882,0.8235294117647058,-1.1470588235294117,0.08823529411764706,0.9411764705882353
8995,Rajasthan,2020-03-18,-6.911764705882353,0.6176470588235294,-0.6470588235294118,-5.470588235294118,2.9705882352941178,2.323529411764706
8996,Rajasthan,2020-03-19,-7.705882352941177,3.264705882352941,-2.588235294117647,-7.823529411764706,0.29411764705882354,2.6176470588235294
8997,Rajasthan,2020-03-20,-12.852941176470589,2.0588235294117645,-8.382352941176471,-9.029411764705882,-1.9705882352941178,4.264705882352941
8998,Rajasthan,2020-03-21,-25.735294117647058,-11.088235294117647,-17.61764705882353,-21.441176470588236,-12.5,6.9411764705882355
8999,Rajasthan,2020-03-22,-66.47058823529412,-67.45454545454545,-49.44117647058823,-69.29411764705883,-45.411764705882355,21.08823529411765
9000,Rajasthan,2020-03-23,-53.529411764705884,-45.54545454545455,-35.61764705882353,-60.76470588235294,-46.470588235294116,18.0
9001,Rajasthan,2020-03-24,-61.705882352941174,-56.0,-42.588235294117645,-68.41176470588235,-54.470588235294116,22.147058823529413
9002,Rajasthan,2020-03-25,-65.02941176470588,-59.0,-45.73529411764706,-71.08823529411765,-56.8235294117647,25.176470588235293
9003,Rajasthan,2020-03-26,-64.02941176470588,-58.15151515151515,-43.73529411764706,-70.26470588235294,-55.970588235294116,24.647058823529413
9004,Rajasthan,2020-03-27,-63.470588235294116,-58.09090909090909,-43.294117647058826,-69.94117647058823,-54.911764705882355,24.823529411764707
9005,Rajasthan,2020-03-28,-63.911764705882355,-58.81818181818182,-43.6764705882353,-70.20588235294117,-54.23529411764706,24.264705882352942
9006,Rajasthan,2020-03-29,-64.76470588235294,-59.90909090909091,-46.705882352941174,-70.91176470588235,-41.5,20.676470588235293
9007,Rajasthan,2020-03-30,-63.205882352941174,-57.63636363636363,-42.73529411764706,-70.70588235294117,-53.470588235294116,24.558823529411764
9008,Rajasthan,2020-03-31,-62.64705882352941,-56.44117647058823,-42.14705882352941,-70.08823529411765,-52.73529411764706,23.323529411764707
9009,Rajasthan,2020-04-01,-63.794117647058826,-57.11764705882353,-43.23529411764706,-70.82352941176471,-52.26470588235294,23.647058823529413
9010,Rajasthan,2020-04-02,-64.11764705882354,-58.11764705882353,-43.14705882352941,-71.3529411764706,-55.26470588235294,24.647058823529413
9011,Rajasthan,2020-04-03,-63.088235294117645,-56.76470588235294,-42.3235294117647,-70.29411764705883,-50.8235294117647,23.852941176470587
9012,Rajasthan,2020-04-04,-63.411764705882355,-56.911764705882355,-43.64705882352941,-70.3529411764706,-49.294117647058826,23.352941176470587
9013,Rajasthan,2020-04-05,-63.705882352941174,-57.911764705882355,-45.55882352941177,-70.79411764705883,-36.64705882352941,19.294117647058822
9014,Rajasthan,2020-04-06,-63.55882352941177,-54.85294117647059,-43.94117647058823,-70.58823529411765,-54.11764705882353,24.852941176470587
9015,Rajasthan,2020-04-07,-63.088235294117645,-37.64705882352941,-48.23529411764706,-65.23529411764706,-51.61764705882353,22.764705882352942
9016,Rajasthan,2020-04-08,-63.705882352941174,-38.26470588235294,-50.26470588235294,-66.0,-50.55882352941177,24.294117647058822
9017,Rajasthan,2020-04-09,-63.794117647058826,-38.794117647058826,-50.294117647058826,-66.82352941176471,-51.94117647058823,25.941176470588236
9018,Rajasthan,2020-04-10,-63.3235294117647,-37.411764705882355,-50.1764705882353,-66.26470588235294,-51.794117647058826,26.235294117647058
9019,Rajasthan,2020-04-11,-64.08823529411765,-39.5,-51.1764705882353,-66.79411764705883,-51.294117647058826,26.08823529411765
9020,Rajasthan,2020-04-12,-64.29411764705883,-39.44117647058823,-53.1764705882353,-67.38235294117646,-37.3235294117647,22.235294117647058
9021,Rajasthan,2020-04-13,-63.44117647058823,-38.794117647058826,-50.35294117647059,-66.20588235294117,-50.470588235294116,26.264705882352942
9022,Rajasthan,2020-04-14,-62.76470588235294,-36.970588235294116,-48.44117647058823,-65.0,-51.85294117647059,24.91176470588235
9023,Rajasthan,2020-04-15,-63.970588235294116,-31.441176470588236,-50.38235294117647,-63.85294117647059,-46.14705882352941,24.852941176470587
9024,Rajasthan,2020-04-16,-76.1470588235294,-19.08823529411765,-65.05882352941177,-64.05882352941177,-48.73529411764706,25.235294117647058
9025,Rajasthan,2020-04-17,-75.88235294117646,-19.08823529411765,-65.0,-64.05882352941177,-47.3235294117647,25.529411764705884
9026,Rajasthan,2020-04-18,-76.26470588235294,-20.029411764705884,-66.70588235294117,-64.11764705882354,-46.205882352941174,25.11764705882353
9027,Rajasthan,2020-04-19,-76.67647058823529,-22.970588235294116,-69.0,-66.0,-34.76470588235294,21.735294117647058
9028,Rajasthan,2020-04-20,-76.05882352941177,-19.264705882352942,-64.94117647058823,-63.76470588235294,-46.14705882352941,24.941176470588236
9029,Rajasthan,2020-04-21,-74.61764705882354,-14.205882352941176,-64.58823529411765,-61.911764705882355,-45.411764705882355,23.441176470588236
9030,Rajasthan,2020-04-22,-75.6470588235294,-15.852941176470589,-65.73529411764706,-63.588235294117645,-43.705882352941174,24.41176470588235
9031,Rajasthan,2020-04-23,-75.73529411764706,-17.735294117647058,-65.29411764705883,-64.1470588235294,-45.26470588235294,25.441176470588236
9032,Rajasthan,2020-04-24,-75.11764705882354,-15.382352941176471,-65.61764705882354,-63.411764705882355,-43.588235294117645,25.029411764705884
9033,Rajasthan,2020-04-25,-75.67647058823529,-18.058823529411764,-67.0,-64.11764705882354,-44.64705882352941,25.323529411764707
9034,Rajasthan,2020-04-26,-76.3529411764706,-22.147058823529413,-69.29411764705883,-65.5,-31.11764705882353,21.61764705882353
9035,Rajasthan,2020-04-27,-75.11764705882354,-16.58823529411765,-65.3529411764706,-62.94117647058823,-43.470588235294116,24.735294117647058
9036,Rajasthan,2020-04-28,-74.29411764705883,-13.647058823529411,-65.29411764705883,-61.38235294117647,-42.8235294117647,23.823529411764707
9037,Rajasthan,2020-04-29,-74.23529411764706,-11.852941176470589,-65.41176470588235,-61.3235294117647,-40.029411764705884,23.764705882352942
9038,Rajasthan,2020-04-30,-74.5,-12.323529411764707,-64.82352941176471,-61.705882352941174,-41.3235294117647,23.294117647058822
9039,Rajasthan,2020-05-01,-74.02941176470588,-11.235294117647058,-64.6470588235294,-60.470588235294116,-40.911764705882355,23.61764705882353
9040,Rajasthan,2020-05-02,-73.52941176470588,-9.882352941176471,-65.6470588235294,-59.5,-38.1764705882353,22.764705882352942
9041,Rajasthan,2020-05-03,-74.20588235294117,-14.147058823529411,-67.67647058823529,-61.1764705882353,-26.470588235294116,19.294117647058822
9042,Rajasthan,2020-05-04,-70.52941176470588,-3.735294117647059,-63.1764705882353,-55.3235294117647,-35.55882352941177,20.235294117647058
9043,Rajasthan,2020-05-05,-69.73529411764706,0.2647058823529412,-62.529411764705884,-54.26470588235294,-35.11764705882353,19.558823529411764
9044,Rajasthan,2020-05-06,-69.17647058823529,2.7058823529411766,-63.26470588235294,-53.5,-31.647058823529413,20.558823529411764
9045,Rajasthan,2020-05-07,-68.52941176470588,2.3823529411764706,-61.85294117647059,-54.3235294117647,-33.5,20.176470588235293
9046,Rajasthan,2020-05-08,-68.58823529411765,4.176470588235294,-61.55882352941177,-53.3235294117647,-31.38235294117647,20.5
9047,Rajasthan,2020-05-09,-70.02941176470588,-0.2647058823529412,-62.54545454545455,-55.73529411764706,-33.705882352941174,21.5
9048,Rajasthan,2020-05-10,-70.88235294117646,-3.8529411764705883,-65.20588235294117,-57.44117647058823,-19.558823529411764,18.176470588235293
9049,Rajasthan,2020-05-11,-68.55882352941177,3.088235294117647,-61.05882352941177,-53.64705882352941,-31.941176470588236,20.58823529411765
9050,Rajasthan,2020-05-12,-67.88235294117646,6.5,-60.8235294117647,-51.8235294117647,-31.558823529411764,19.88235294117647
